cust_id,age,credit_score,email,distance_to_store,online_visits,online_trans,online_spend,store_trans,store_spend,sat_service,sat_selection
0,46.71982496400531,735.8373306821464,yes,9.18631026662017,0,0,0.0,1,33.60350515907729,,
1,39.28335901544134,656.5994403339906,yes,0.7818940853793462,46,18,352.73557329723997,0,0.0,2.0,2.0
2,33.57416810206897,665.9344215724518,yes,1.2041187175713295,64,21,355.8335048254776,6,162.68518749102245,4.0,4.0
3,43.5642561544484,718.4561658136516,yes,9.736358816391643,29,11,186.5947841040903,1,51.3276525634924,2.0,3.0
4,31.358551827482053,626.323897351664,yes,33.78271488881436,0,0,0.0,0,0.0,,
5,31.4633026075723,732.7538902891106,yes,2.785895866089488,185,51,1022.126124601108,4,105.2411687811064,,
6,44.11031954544512,860.2681544574032,yes,3.655478658206131,0,0,0.0,5,227.18188111404515,2.0,2.0
7,35.886462864542274,772.4421047790609,yes,18.363997772507208,50,14,277.9136382466992,0,0.0,2.0,3.0
8,39.92173962694776,698.8747450738089,yes,12.491389976352112,71,26,545.3849098411633,1,44.383602662602776,,
9,39.369295363894125,734.2549180007522,yes,7.398644255543104,4,0,0.0,0,0.0,2.0,2.0
10,34.59298953617784,665.6305354205292,no,1.140910297180778,2,1,21.868257248002266,10,428.5525229253526,,
11,33.198535945025554,757.1553266534768,yes,18.06570689038748,33,11,205.65440180359187,1,66.28219537936101,,
12,31.212009415267495,723.6085042460461,yes,14.238526265901992,92,28,567.2091201637736,0,0.0,1.0,1.0
13,22.830317792898892,697.2535515503891,yes,8.47659830418708,0,0,0.0,1,45.09418986405315,4.0,3.0
14,36.08367514178909,704.8117083525765,no,2.8270389980253183,50,20,412.7838281186161,0,0.0,2.0,2.0
15,34.51065794634264,765.7942101741959,no,3.5370315003128967,24,8,167.9216426713518,2,77.90017202413132,,
16,33.77849017197268,716.2607597465131,yes,4.718005991466053,4,1,21.165518756731803,1,26.90990135120149,,
17,40.609085591498044,684.3675351941718,no,11.27304333432909,25,8,159.77053526597703,0,0.0,,
18,38.55756498039873,704.5023179419495,no,73.53950298279048,0,0,0.0,3,147.19711331028697,,
19,38.96340680392171,753.5997323000547,yes,22.961471403858656,9,3,47.98927024031251,1,21.013974680496382,,
20,29.77171537301644,675.3674469464579,no,1.7884902688957016,27,7,149.57840402186963,1,37.29243779565504,4.0,3.0
21,35.85232425575292,676.4870422869116,no,27.762919889817788,0,0,0.0,2,61.331319742381844,3.0,2.0
22,44.03084950451479,759.1342011160827,yes,7.616710600746453,0,0,0.0,0,0.0,,
23,28.414311741010984,806.9167516974034,yes,5.588802055963063,25,5,98.86818390764832,1,21.05045052629742,4.0,3.0
24,39.722927212738284,768.0395386011801,yes,35.49200686452485,38,10,196.4522380099609,0,0.0,3.0,1.0
25,36.761887913237345,736.9259876074271,yes,18.367298534908358,9,4,73.899776930161,0,0.0,1.0,1.0
26,41.01123431485286,821.8254619988888,yes,13.389885616669584,80,23,523.3384302710328,0,0.0,3.0,3.0
27,35.74362561514149,694.8038365397172,yes,6.421417956756216,0,0,0.0,1,34.67143725001303,,
28,33.755369042399906,739.2314325210386,yes,38.03561843615975,0,0,0.0,0,0.0,2.0,1.0
29,31.835837020177863,703.5644915719415,no,6.03273471457856,77,26,486.2982232084629,3,247.9652628411945,,
30,25.979722855167807,745.1050116410856,yes,1.4842993848972397,53,15,320.19547398759755,5,97.27810832057452,2.0,3.0
31,29.89630618802879,760.0878899453161,yes,1.807534615070066,0,0,0.0,4,62.59220806558439,5.0,3.0
32,38.7333954249511,666.8863399057976,yes,3.8930805795021346,10,3,70.80644548851637,0,0.0,2.0,2.0
33,26.893835629814035,645.3875284444217,yes,32.32850126484356,63,20,398.73749833123844,1,19.726025401548085,4.0,3.0
34,34.665696107193874,692.8508658217518,yes,4.088783437681982,6,2,38.46709441097739,0,0.0,3.0,1.0
35,33.78879048621728,745.6332715956617,yes,59.86057798235781,0,0,0.0,0,0.0,2.0,2.0
36,46.091335343666834,790.7206842761559,yes,7.664837352280024,1,0,0.0,0,0.0,,
37,29.398741897048314,740.3706876110069,yes,68.47056574217976,16,6,125.47924599557375,1,31.622742086799065,2.0,3.0
38,35.45270575614362,758.0868694063083,yes,13.355224579023568,0,0,0.0,0,0.0,,
39,33.59484049100392,687.8574325627951,no,2.1363767021141404,9,5,77.37399095704315,2,78.08247843410794,3.0,2.0
40,35.7806785912753,777.6920249409409,yes,18.560592487901054,118,37,762.7584370151243,0,0.0,3.0,3.0
41,35.98500311891936,705.2071633715808,yes,2.7700197924940926,1,1,15.819498827062418,1,39.021935010376225,,
42,26.877516992426187,689.210841277258,yes,12.57045349560375,1,0,0.0,0,0.0,4.0,3.0
43,29.949517170209575,752.9622666153999,yes,21.3848285582404,0,0,0.0,0,0.0,3.0,2.0
44,35.981783446710054,720.6692667397426,no,9.10071373687276,4,0,0.0,6,265.07053236261487,3.0,2.0
45,34.35670507262306,726.6232793107844,no,11.862274968798479,54,15,286.6075218408191,1,32.72181171762042,3.0,1.0
46,30.738636667070022,813.0909375583392,yes,7.063774610632436,0,0,0.0,1,16.35609564282534,,
47,32.81044804607262,820.8354173913846,yes,9.344305814121777,0,0,0.0,1,38.60553500332652,4.0,2.0
48,35.81006605896487,683.9241134293243,yes,8.742400728716634,45,14,300.897369248587,1,21.4443062384322,,
49,31.751320260173713,753.2901009324106,yes,3.249506387717514,1,0,0.0,4,124.3716747963935,5.0,4.0
50,32.05234643315573,738.6107156286754,yes,4.63750797768793,0,0,0.0,1,16.893795823552544,4.0,3.0
51,32.39557200359671,690.9448542043443,yes,7.601956446771001,72,24,643.6489059656406,3,79.67528861681743,5.0,3.0
52,34.19666686431625,696.7283351783946,yes,2.646480770716032,0,0,0.0,1,34.5750426108499,3.0,2.0
53,38.58211850943818,729.4260927078509,yes,2.911255453278996,108,37,571.2077719108745,1,32.839895205833976,4.0,2.0
54,39.513373083620664,734.3485534351237,yes,8.0151190179805,16,4,82.0717040525214,1,19.714713619280555,3.0,2.0
55,32.86659829789581,759.8719496914853,no,0.8740772977259121,0,0,0.0,6,208.21299377169575,4.0,2.0
56,40.42072525505619,661.014610890997,no,1.5498996015950706,0,0,0.0,3,87.50568302405513,3.0,2.0
57,29.109198820465828,812.7238105506012,no,17.215068921593875,3,1,19.897723141378226,1,53.02554640142668,2.0,2.0
58,27.379758356262947,719.7144868114184,yes,78.62344360475744,6,3,60.27324743954347,0,0.0,4.0,4.0
59,28.633192869626427,639.8492776026958,no,7.8039571139549455,183,52,1109.4144972974448,1,25.522951846903993,,
60,36.22830727900153,696.4734877792132,yes,8.540978381548607,4,4,78.54457705243041,0,0.0,4.0,2.0
61,35.85883295614775,837.4931575144112,yes,12.335866296700873,13,9,219.02214761071662,0,0.0,,
62,40.29522889204824,681.0363630963315,no,1.2418131631561025,0,0,0.0,0,0.0,,
63,30.13891168876611,646.3500027423441,yes,40.221019075563824,160,58,1233.2770100318942,0,0.0,,
64,28.8270996609122,625.4080755516873,no,2.5228609859262443,0,0,0.0,5,184.29574447470085,1.0,1.0
65,40.08424847247473,820.4340139267573,yes,13.7811994336928,2,1,18.96843320731809,0,0.0,,
66,36.10706284154573,777.7135320159737,yes,17.895209553369234,5,1,20.40630610552687,1,44.34956192289055,,
67,35.02627094128699,748.1303934739474,yes,2.729947099326755,19,7,147.676166547036,2,56.87308728799522,3.0,4.0
68,28.589831084392873,734.1133592952436,yes,9.32029108005692,1,0,0.0,0,0.0,2.0,2.0
69,34.86504276771599,727.4600449336734,yes,10.8701077813709,13,1,18.323807531217476,0,0.0,2.0,2.0
70,35.15948525924996,726.2928879432183,yes,6.193740267200963,0,0,0.0,3,81.0857830921602,,
71,35.08638732206399,703.4241422459459,no,2.48441800472453,6,3,61.707083420557964,5,123.68070846902944,4.0,2.0
72,33.56679907579273,799.8503490046057,yes,17.272705835120885,54,14,300.66787211155156,1,23.574057465767744,,
73,35.911661854089985,790.1443024361739,yes,0.7724163099099736,1,0,0.0,3,61.12138987042118,,
74,35.50904544375623,697.8690693254516,yes,2.8528205133824143,1,0,0.0,0,0.0,,
75,33.78310891478202,732.3086582743099,no,20.125859603320215,14,4,82.51189742598979,0,0.0,,
76,32.40642564932862,721.6304604243138,yes,19.89119595764005,47,18,364.6464022746232,1,49.09567930262997,,
77,28.589788186060495,723.155173327172,yes,35.94384794817023,339,101,2294.837188649214,2,44.17675844059131,5.0,3.0
78,32.00012108581977,696.4946213981264,yes,7.776672443425659,1,0,0.0,4,134.01917965793416,1.0,2.0
79,43.1440089289206,760.0944603095901,yes,30.229143558276352,2,0,0.0,0,0.0,2.0,2.0
80,35.68680202893274,811.9185428187199,yes,22.385206656398676,0,0,0.0,1,44.36845551981207,,
81,36.87474239322982,703.1883295780935,yes,4.728576108798568,13,3,55.98712846913522,1,20.16315838524894,,
82,27.824252380571778,602.4313916396607,yes,6.35205086240466,3,1,19.21340550972256,2,70.13242975625123,3.0,3.0
83,32.40496648967126,711.494117357032,yes,20.49574206130517,46,12,232.58057766280075,0,0.0,4.0,2.0
84,34.082020422054335,705.7433058208547,no,2.7002737072787166,9,2,41.65605235103666,1,28.162947384641015,,
85,35.61383363287182,740.8815240971142,yes,10.550678164028566,0,0,0.0,1,26.527801706399497,4.0,3.0
86,22.137168193202275,712.4178377975094,yes,28.03361421623572,14,6,117.71554734731374,1,46.285181300228416,,
87,43.217854753010485,785.3094499551983,yes,2.9671547888562477,1,0,0.0,0,0.0,3.0,2.0
88,33.386472629626674,723.6153358333014,no,3.2437976310688876,0,0,0.0,1,88.5594615545801,4.0,3.0
89,37.54826113106505,703.5411409397651,yes,1.3798099873357779,1,0,0.0,2,74.55504041481616,,
90,27.651717960630133,796.6542585061634,yes,30.77111468704804,269,81,1525.0525569194212,1,42.91497412258025,3.0,3.0
91,36.87152880179502,691.0383067709223,yes,10.083566291341896,10,5,106.54596836296513,1,34.89614046445464,5.0,5.0
92,32.16265522333264,729.7354333336202,no,13.430570240943469,5,1,20.544790752938702,0,0.0,,
93,28.61308791672556,755.6043970088463,yes,0.9552762837524121,0,0,0.0,3,222.45909807518873,3.0,3.0
94,39.49900241954425,714.8680655061859,yes,12.681284925902103,0,0,0.0,1,52.01263765966102,3.0,3.0
95,33.695990538032916,762.0299697634334,yes,28.005936173697016,11,5,93.60699868623647,0,0.0,,
96,32.907684645176026,679.8265832034923,yes,4.7732342932117175,38,11,187.42163071082666,2,56.3832491406789,3.0,3.0
97,25.04748825269931,638.5155464069708,yes,5.084410107736877,3,1,16.426850378625737,0,0.0,2.0,3.0
98,38.20107755531473,704.6315954247837,yes,8.603098921860475,62,18,362.78145566679353,0,0.0,1.0,1.0
99,40.850559527857605,769.246434880105,no,3.8610292765284293,0,0,0.0,4,106.38440345322088,,
100,33.28501474774912,682.4653076642993,no,29.8370547487349,4,1,19.628097835853247,0,0.0,3.0,1.0
101,36.68276637191565,670.3822073611288,yes,1.2215334954088484,2,1,21.46063412840919,3,126.12485094828418,3.0,3.0
102,47.68011432350574,806.3679258289482,no,3.407875519801194,6,3,50.074632617347845,0,0.0,3.0,3.0
103,27.391695033250137,745.5145312357691,no,1.4333842535484773,0,0,0.0,1,40.43871716724685,1.0,1.0
104,33.01872539572086,789.0090791401072,yes,89.98494308191083,0,0,0.0,0,0.0,,
105,36.40183024949232,778.8445116286836,yes,7.208863560140225,121,37,669.7871787646682,0,0.0,4.0,2.0
